Open,High,Low,Close,Volume,Adj Close
303.1000061035156,306.79998779296875,301.6499938964844,302.4200134277344,576700,302.4200134277344
301.3599853515625,304.6300048828125,297.239990234375,300.010009765625,645100,300.010009765625
301.5299987792969,310.3699951171875,299.4100036621094,308.0400085449219,614800,308.0400085449219
303.7799987792969,305.0199890136719,296.1400146484375,299.489990234375,572300,299.489990234375
304.989990234375,306.5,302.489990234375,303.7900085449219,370200,303.7900085449219
308.1700134277344,312.7699890136719,306.55999755859375,310.79998779296875,512500,310.79998779296875
312.9599914550781,318.6400146484375,310.5199890136719,312.489990234375,411600,312.489990234375
310.239990234375,314.82000732421875,305.94000244140625,308.0899963378906,427400,308.0899963378906
309.6199951171875,312.42999267578125,305.739990234375,310.67999267578125,310100,310.67999267578125
315.0,325.8999938964844,315.0,320.69000244140625,694700,320.69000244140625
322.260009765625,322.6499938964844,312.67999267578125,316.9200134277344,642500,316.9200134277344
312.4599914550781,319.7699890136719,312.4599914550781,314.3500061035156,744800,314.3500061035156
318.55999755859375,320.0899963378906,315.3999938964844,316.1400146484375,484200,316.1400146484375
314.4800109863281,319.67999267578125,312.6099853515625,317.20001220703125,397500,317.20001220703125
317.9800109863281,329.4100036621094,317.8800048828125,329.1400146484375,596100,329.1400146484375
331.010009765625,335.3999938964844,321.0299987792969,321.2699890136719,454800,321.2699890136719
320.07000732421875,324.0400085449219,315.0,319.4200134277344,456900,319.4200134277344
318.1700134277344,323.2099914550781,316.19000244140625,319.2799987792969,380700,319.2799987792969
322.3900146484375,323.45001220703125,317.1300048828125,319.94000244140625,414400,319.94000244140625
325.1000061035156,328.20001220703125,324.2699890136719,327.8999938964844,404600,327.8999938964844
329.3800048828125,329.989990234375,326.07000732421875,327.9200134277344,367300,327.9200134277344
327.010009765625,328.0899963378906,313.05999755859375,319.6499938964844,562800,319.6499938964844
312.4100036621094,312.510009765625,300.7799987792969,312.07000732421875,828900,312.07000732421875
309.19000244140625,314.44000244140625,309.1499938964844,310.1099853515625,527000,310.1099853515625
310.3800048828125,319.45001220703125,308.19000244140625,314.95001220703125,649400,314.95001220703125
311.95001220703125,322.30999755859375,311.95001220703125,317.5799865722656,595300,317.5799865722656
318.9100036621094,321.9700012207031,316.3500061035156,320.05999755859375,644100,320.05999755859375
322.5199890136719,330.9200134277344,322.2099914550781,330.25,600100,330.25
322.55999755859375,328.7699890136719,320.4800109863281,327.82000732421875,776300,327.82000732421875
328.3599853515625,331.6400146484375,319.54998779296875,324.8999938964844,515600,324.8999938964844
319.8900146484375,323.9700012207031,311.3999938964844,314.9700012207031,631600,314.9700012207031
319.6199951171875,319.80999755859375,302.95001220703125,304.739990234375,549900,304.739990234375
302.2799987792969,308.9100036621094,297.6400146484375,305.1000061035156,502700,305.1000061035156
307.5199890136719,307.5199890136719,296.8999938964844,300.1400146484375,574900,300.1400146484375
304.29998779296875,308.0,298.2300109863281,301.3399963378906,417000,301.3399963378906
302.989990234375,304.75,296.5,298.9800109863281,520300,298.9800109863281
300.8699951171875,303.6499938964844,297.1700134277344,300.82000732421875,446800,300.82000732421875
302.54998779296875,312.42999267578125,299.9599914550781,311.8800048828125,621300,311.8800048828125
310.6499938964844,315.7699890136719,306.30999755859375,313.7799987792969,1106100,313.7799987792969
325.0,327.489990234375,297.2799987792969,310.5,1654500,310.5
311.20001220703125,324.3900146484375,307.8999938964844,309.0199890136719,737300,309.0199890136719
308.45001220703125,313.2900085449219,303.4599914550781,304.82000732421875,515100,304.82000732421875
300.0,300.0,282.010009765625,282.3800048828125,1218500,282.3800048828125
282.0299987792969,291.8800048828125,277.8299865722656,284.5199890136719,764000,284.5199890136719
287.8399963378906,288.79998779296875,280.989990234375,286.5400085449219,605000,286.5400085449219
291.8999938964844,295.69000244140625,287.0199890136719,287.8699951171875,353600,287.8699951171875
290.95001220703125,291.4599914550781,285.6199951171875,287.3699951171875,362400,287.3699951171875
288.2699890136719,291.79998779296875,285.54998779296875,286.5199890136719,423000,286.5199890136719
281.7900085449219,281.7900085449219,263.989990234375,273.6499938964844,1226900,273.6499938964844
274.4100036621094,280.6199951171875,272.5299987792969,280.3900146484375,572900,280.3900146484375
280.7099914550781,282.7300109863281,266.5,271.70001220703125,731100,271.70001220703125
273.2300109863281,276.739990234375,270.8599853515625,272.739990234375,465400,272.739990234375
274.6300048828125,281.3999938964844,273.6199951171875,278.0799865722656,455000,278.0799865722656
282.0,282.0,275.55999755859375,280.32000732421875,537500,280.32000732421875
279.8800048828125,283.0,273.3699951171875,273.55999755859375,534900,273.55999755859375
274.0,274.70001220703125,268.3500061035156,271.5,591200,271.5
269.739990234375,272.1700134277344,266.5199890136719,267.44000244140625,822200,267.44000244140625
265.45001220703125,267.239990234375,262.0199890136719,264.0199890136719,502700,264.0199890136719
264.010009765625,264.67999267578125,260.2200012207031,261.1199951171875,461000,261.1199951171875
261.5299987792969,262.19000244140625,249.72999572753906,252.38999938964844,910600,252.38999938964844
253.30999755859375,257.9700012207031,252.38999938964844,255.6199951171875,839400,255.6199951171875
255.6199951171875,257.07000732421875,251.72000122070312,253.77000427246094,723900,253.77000427246094
250.0,254.4199981689453,250.0,252.75999450683594,763200,252.75999450683594
253.6999969482422,260.2200012207031,251.9499969482422,256.5,1282100,256.5
257.3599853515625,258.32000732421875,252.89999389648438,257.2099914550781,1024000,257.2099914550781
257.2099914550781,259.5299987792969,253.8800048828125,254.52999877929688,798800,254.52999877929688
253.25999450683594,254.47999572753906,246.33999633789062,248.91000366210938,893900,248.91000366210938
250.82000732421875,257.2900085449219,248.13999938964844,256.010009765625,985800,256.010009765625
253.8000030517578,259.6099853515625,253.8000030517578,257.4599914550781,1110400,257.4599914550781
253.61000061035156,260.0,252.58999633789062,255.5399932861328,785700,255.5399932861328
252.63999938964844,257.010009765625,252.33999633789062,255.6999969482422,857100,255.6999969482422
254.3000030517578,255.6999969482422,252.3699951171875,253.27999877929688,596400,253.27999877929688
259.6099853515625,267.69000244140625,258.5400085449219,266.1300048828125,1032300,266.1300048828125
264.1600036621094,271.5899963378906,264.1600036621094,271.2799987792969,922600,271.2799987792969
269.3399963378906,270.2799987792969,252.11000061035156,256.010009765625,1078500,256.010009765625
251.4199981689453,253.6199951171875,244.60000610351562,245.52000427246094,1046000,245.52000427246094
246.22999572753906,247.36000061035156,241.88999938964844,242.1999969482422,885300,242.1999969482422
239.44000244140625,244.92999267578125,237.74000549316406,242.61000061035156,951100,242.61000061035156
243.38999938964844,244.5500030517578,240.47000122070312,242.19000244140625,1207400,242.19000244140625
241.4499969482422,244.4199981689453,236.27999877929688,237.0800018310547,825000,237.0800018310547
237.49000549316406,238.4199981689453,233.4199981689453,235.22999572753906,729300,235.22999572753906
234.0,244.86000061035156,232.8000030517578,243.61000061035156,1224100,243.61000061035156
242.77000427246094,244.7899932861328,239.0,243.0,680400,243.0
243.92999267578125,243.92999267578125,240.1699981689453,241.42999267578125,1345900,241.42999267578125
241.64999389648438,247.35000610351562,238.52000427246094,238.63999938964844,548300,238.63999938964844
238.57000732421875,241.77000427246094,236.39999389648438,239.74000549316406,460800,239.74000549316406
240.00999450683594,243.52999877929688,237.0800018310547,243.3699951171875,368200,243.3699951171875
242.85000610351562,244.80999755859375,240.75999450683594,243.60000610351562,356700,243.60000610351562
244.38999938964844,249.4600067138672,244.0,248.94000244140625,622500,248.94000244140625
247.0500030517578,249.32000732421875,245.74000549316406,247.47999572753906,654000,247.47999572753906
248.44000244140625,249.3000030517578,243.24000549316406,249.1300048828125,755200,249.1300048828125
254.24000549316406,259.239990234375,250.5,256.29998779296875,960100,256.29998779296875
251.8699951171875,254.94000244140625,242.1699981689453,242.64999389648438,1030800,242.64999389648438
243.0,245.6999969482422,239.25,240.27000427246094,628300,240.27000427246094
242.91000366210938,247.75999450683594,239.32000732421875,247.5399932861328,693700,247.5399932861328
245.61000061035156,253.44000244140625,244.91000366210938,250.5800018310547,759200,250.5800018310547
251.88999938964844,263.239990234375,249.27000427246094,250.66000366210938,998300,250.66000366210938
253.4600067138672,257.4200134277344,249.97999572753906,251.60000610351562,682000,251.60000610351562
252.0,254.16000366210938,244.52999877929688,249.30999755859375,721000,249.30999755859375
249.9600067138672,252.47999572753906,247.8699951171875,250.64999389648438,569000,250.64999389648438
250.07000732421875,251.6300048828125,244.47000122070312,244.8000030517578,1266600,244.8000030517578
228.11000061035156,244.36000061035156,225.89999389648438,226.0500030517578,2100700,226.0500030517578
226.38999938964844,226.41000366210938,218.85000610351562,220.4499969482422,1185800,220.4499969482422
221.3800048828125,225.7100067138672,217.5500030517578,223.9600067138672,1136200,223.9600067138672
220.91000366210938,232.83999633789062,220.38999938964844,231.16000366210938,1253400,231.16000366210938
231.77999877929688,238.97999572753906,226.58999633789062,231.8800048828125,856800,231.8800048828125
230.35000610351562,233.5,226.27000427246094,228.3300018310547,720700,228.3300018310547
224.02000427246094,224.02999877929688,209.17999267578125,213.49000549316406,1381400,213.49000549316406
202.82000732421875,212.69000244140625,196.08999633789062,207.94000244140625,1410700,207.94000244140625
208.10000610351562,209.25999450683594,203.42999267578125,206.36000061035156,918700,206.36000061035156
210.0,214.33999633789062,203.05999755859375,204.02999877929688,742800,204.02999877929688
205.57000732421875,214.32000732421875,202.92999267578125,214.14999389648438,982400,214.14999389648438
213.6699981689453,216.7100067138672,211.64999389648438,214.9199981689453,758900,214.9199981689453
213.74000549316406,215.33999633789062,211.35000610351562,213.57000732421875,641300,213.57000732421875
214.99000549316406,222.8000030517578,214.1999969482422,219.8300018310547,754200,219.8300018310547
221.44000244140625,226.85000610351562,218.0,220.02999877929688,631900,220.02999877929688
227.0,238.4600067138672,226.4499969482422,235.3300018310547,1463400,235.3300018310547
233.1199951171875,245.19000244140625,233.1199951171875,240.35000610351562,1028700,240.35000610351562
238.91000366210938,243.2100067138672,234.2899932861328,240.00999450683594,650400,240.00999450683594
237.5,242.13999938964844,232.72999572753906,233.22999572753906,692800,233.22999572753906
234.22000122070312,235.44000244140625,231.19000244140625,235.1300048828125,460700,235.1300048828125
234.19000244140625,234.6699981689453,228.16000366210938,228.69000244140625,691700,228.69000244140625
230.99000549316406,236.0399932861328,226.52000427246094,233.97000122070312,549900,233.97000122070312
233.97000122070312,233.97000122070312,228.64999389648438,231.64999389648438,631400,231.64999389648438
231.22000122070312,238.9600067138672,229.77000427246094,236.27999877929688,602700,236.27999877929688
234.1699981689453,235.0399932861328,228.8800048828125,230.92999267578125,563500,230.92999267578125
234.27000427246094,238.0,232.39999389648438,235.14999389648438,356800,235.14999389648438
236.4499969482422,240.75,234.44000244140625,237.22000122070312,493500,237.22000122070312
234.22999572753906,238.75999450683594,226.19000244140625,226.5,508200,226.5
224.25,227.05999755859375,221.57000732421875,222.33999633789062,760400,222.33999633789062
222.41000366210938,228.27000427246094,218.91000366210938,226.52000427246094,570300,226.52000427246094
226.99000549316406,228.50999450683594,218.25,221.14999389648438,635800,221.14999389648438
222.6999969482422,229.55999755859375,219.67999267578125,221.3800048828125,620600,221.3800048828125
221.4499969482422,227.85000610351562,218.55999755859375,227.14999389648438,427900,227.14999389648438
225.77000427246094,226.07000732421875,219.41000366210938,225.14999389648438,663700,225.14999389648438
226.08999633789062,230.3300018310547,221.86000061035156,228.86000061035156,360900,228.86000061035156
230.22000122070312,243.9600067138672,230.22000122070312,243.72999572753906,887500,243.72999572753906
244.85000610351562,250.4600067138672,243.69000244140625,249.55999755859375,896900,249.55999755859375
252.6199951171875,259.5199890136719,251.10000610351562,253.16000366210938,855500,253.16000366210938
253.41000366210938,262.8699951171875,249.30999755859375,253.00999450683594,912300,253.00999450683594
259.989990234375,260.8800048828125,256.4800109863281,257.1700134277344,514000,257.1700134277344
254.74000549316406,255.02999877929688,248.94000244140625,252.85000610351562,862400,252.85000610351562
254.35000610351562,257.17999267578125,252.0,253.16000366210938,498700,253.16000366210938
255.61000061035156,260.3500061035156,246.89999389648438,249.00999450683594,673100,249.00999450683594
250.0399932861328,250.0399932861328,242.1699981689453,242.4499969482422,464600,242.4499969482422
245.25,253.82000732421875,243.8000030517578,249.4600067138672,881600,249.4600067138672
251.97000122070312,259.010009765625,249.74000549316406,254.80999755859375,708300,254.80999755859375
253.2100067138672,255.4199981689453,250.44000244140625,254.32000732421875,485900,254.32000732421875
254.85000610351562,256.2200012207031,244.1199951171875,245.35000610351562,415400,245.35000610351562
241.0800018310547,242.55999755859375,234.6999969482422,238.05999755859375,550300,238.05999755859375
237.6999969482422,239.72999572753906,235.19000244140625,236.97000122070312,598100,236.97000122070312
242.38999938964844,242.8800048828125,235.74000549316406,241.35000610351562,466500,241.35000610351562
239.97999572753906,240.0,232.3000030517578,234.85000610351562,421300,234.85000610351562
235.0399932861328,236.5,231.77000427246094,234.05999755859375,447500,234.05999755859375
233.97999572753906,234.1699981689453,229.3699951171875,233.7899932861328,500700,233.7899932861328
230.7899932861328,233.11000061035156,228.6300048828125,229.64999389648438,671300,229.64999389648438
226.77999877929688,227.17999267578125,218.11000061035156,222.0399932861328,1311800,222.0399932861328
222.67999267578125,224.42999267578125,219.91000366210938,221.27000427246094,846500,221.27000427246094
220.66000366210938,223.3800048828125,217.77999877929688,219.14999389648438,934900,219.14999389648438
219.5399932861328,219.5399932861328,214.25999450683594,216.0500030517578,1499100,216.0500030517578
217.97000122070312,218.6699981689453,214.9199981689453,216.02000427246094,845700,216.02000427246094
217.4199981689453,219.7100067138672,215.17999267578125,219.6999969482422,828400,219.6999969482422
219.47000122070312,220.0,215.24000549316406,216.55999755859375,768100,216.55999755859375
212.5500030517578,213.41000366210938,209.38999938964844,210.80999755859375,1017400,210.80999755859375
208.2899932861328,210.35000610351562,206.1199951171875,207.66000366210938,1457100,207.66000366210938
214.47999572753906,226.85000610351562,213.0,216.4199981689453,2031900,216.4199981689453
222.5,226.72000122070312,218.47999572753906,219.3000030517578,1145100,219.3000030517578
219.69000244140625,222.8300018310547,215.72999572753906,215.8000030517578,791400,215.8000030517578
207.05999755859375,217.5,205.8300018310547,212.77999877929688,1070200,212.77999877929688
210.44000244140625,214.85000610351562,210.27999877929688,210.86000061035156,825400,210.86000061035156
210.64999389648438,211.75999450683594,204.92999267578125,205.02999877929688,1032400,205.02999877929688
204.80999755859375,209.30999755859375,204.77000427246094,208.5800018310547,868900,208.5800018310547
208.97000122070312,216.60000610351562,207.3800048828125,210.77999877929688,730700,210.77999877929688
208.5500030517578,213.25999450683594,206.27999877929688,212.14999389648438,651200,212.14999389648438
222.1699981689453,225.08999633789062,215.19000244140625,224.85000610351562,1179400,224.85000610351562
224.91000366210938,224.91000366210938,219.77000427246094,222.17999267578125,959200,222.17999267578125
220.94000244140625,224.16000366210938,216.5800018310547,220.50999450683594,843800,220.50999450683594
223.9600067138672,229.0,223.27000427246094,225.24000549316406,666100,225.24000549316406
223.35000610351562,225.41000366210938,218.7899932861328,219.08999633789062,570100,219.08999633789062
217.6699981689453,219.3800048828125,213.17999267578125,215.02999877929688,594100,215.02999877929688
215.58999633789062,225.00999450683594,213.3699951171875,221.63999938964844,926200,221.63999938964844
223.3000030517578,229.3000030517578,221.1999969482422,223.69000244140625,1074000,223.69000244140625
223.8300018310547,231.86000061035156,223.19000244140625,229.89999389648438,940300,229.89999389648438
226.69000244140625,227.6199951171875,221.55999755859375,222.5800018310547,624000,222.5800018310547
221.0,224.24000549316406,219.0,223.8699951171875,529000,223.8699951171875
225.0,229.2899932861328,224.42999267578125,228.2100067138672,475000,228.2100067138672
226.3000030517578,230.0,216.61000061035156,225.88999938964844,832800,225.88999938964844
230.0,241.14999389648438,228.52000427246094,240.52000427246094,1393200,240.52000427246094
237.25999450683594,237.47999572753906,226.52000427246094,227.92999267578125,1612900,227.92999267578125
230.3300018310547,234.60000610351562,228.0500030517578,229.66000366210938,528800,229.66000366210938
228.47999572753906,233.6699981689453,226.75,232.77000427246094,312000,232.77000427246094
231.22000122070312,235.55999755859375,226.52999877929688,234.13999938964844,778500,234.13999938964844
233.7899932861328,235.61000061035156,229.52000427246094,234.00999450683594,538800,234.00999450683594
237.0,237.2100067138672,233.60000610351562,235.2899932861328,611900,235.2899932861328
235.4499969482422,235.4499969482422,226.6699981689453,227.80999755859375,528100,227.80999755859375
230.2100067138672,240.60000610351562,229.5399932861328,232.35000610351562,560600,232.35000610351562
232.0,240.0,231.6699981689453,237.57000732421875,548700,237.57000732421875
237.19000244140625,239.47999572753906,233.94000244140625,237.16000366210938,586700,237.16000366210938
240.35000610351562,246.19000244140625,237.25,239.52000427246094,495400,239.52000427246094
239.14999389648438,241.27999877929688,235.36000061035156,235.72000122070312,389400,235.72000122070312
235.19000244140625,238.11000061035156,233.8000030517578,235.38999938964844,519200,235.38999938964844
233.13999938964844,237.1699981689453,229.72999572753906,230.08999633789062,765700,230.08999633789062
226.61000061035156,231.3000030517578,226.10000610351562,228.80999755859375,586100,228.80999755859375
228.8300018310547,228.97000122070312,212.5,212.69000244140625,964400,212.69000244140625
215.0,218.82000732421875,211.4600067138672,213.5800018310547,933300,213.5800018310547
211.63999938964844,214.97999572753906,210.60000610351562,211.05999755859375,1463100,211.05999755859375
211.27000427246094,211.99000549316406,205.3300018310547,207.57000732421875,957000,207.57000732421875
207.61000061035156,213.57000732421875,207.42999267578125,213.5,445600,213.5
211.5500030517578,216.10000610351562,210.50999450683594,215.5,570900,215.5
212.49000549316406,214.8300018310547,209.6699981689453,211.42999267578125,390400,211.42999267578125
207.97999572753906,208.22999572753906,204.1300048828125,206.5800018310547,486300,206.5800018310547
208.32000732421875,208.99000549316406,206.25999450683594,208.50999450683594,431700,208.50999450683594
211.77000427246094,215.75999450683594,207.1999969482422,208.49000549316406,517900,208.49000549316406
209.83999633789062,212.49000549316406,206.0,208.25999450683594,517000,208.25999450683594
