Open,High,Low,Close,Volume,Adj Close
221.75999450683594,224.0,216.6999969482422,216.99000549316406,1917800,216.99000549316406
217.4600067138672,222.02000427246094,215.35000610351562,220.9499969482422,1085400,220.9499969482422
221.1699981689453,222.9199981689453,219.75999450683594,221.02000427246094,1083600,221.02000427246094
219.64999389648438,221.5,216.5,217.22999572753906,890400,217.22999572753906
217.47000122070312,219.99000549316406,216.8000030517578,217.55999755859375,1441400,217.55999755859375
219.9199981689453,219.9199981689453,216.69000244140625,219.36000061035156,1150300,219.36000061035156
225.4499969482422,228.36000061035156,221.97999572753906,223.24000549316406,1657800,223.24000549316406
223.3000030517578,230.22000122070312,223.24000549316406,230.07000732421875,1218200,230.07000732421875
229.33999633789062,229.75,225.35000610351562,227.36000061035156,1068900,227.36000061035156
228.75999450683594,229.89999389648438,224.92999267578125,226.55999755859375,1481100,226.55999755859375
225.25,226.02000427246094,218.5800018310547,219.6199951171875,1611500,219.6199951171875
219.14999389648438,221.30999755859375,216.8000030517578,219.30999755859375,2407100,219.30999755859375
220.33999633789062,220.55999755859375,217.52999877929688,219.39999389648438,1356500,219.39999389648438
218.35000610351562,219.02000427246094,215.58999633789062,218.6300048828125,1518800,218.6300048828125
217.17999267578125,219.36000061035156,216.52999877929688,218.14999389648438,945000,218.14999389648438
219.3300018310547,221.74000549316406,217.9499969482422,220.75,1001100,220.75
221.3000030517578,221.3000030517578,215.36000061035156,218.10000610351562,1070900,218.10000610351562
217.77000427246094,218.25999450683594,215.58999633789062,216.69000244140625,725900,216.69000244140625
216.14999389648438,216.6699981689453,211.02000427246094,212.02000427246094,1589800,212.02000427246094
213.75,216.33999633789062,212.9199981689453,216.33999633789062,1250000,216.33999633789062
217.36000061035156,217.57000732421875,214.0,215.6300048828125,1912200,215.6300048828125
215.69000244140625,215.69000244140625,212.55999755859375,214.8300018310547,850300,214.8300018310547
213.08999633789062,213.44000244140625,207.5800018310547,207.63999938964844,1462800,207.63999938964844
207.7100067138672,208.6999969482422,205.36000061035156,206.3800048828125,904500,206.3800048828125
207.24000549316406,210.0,205.22000122070312,205.3000030517578,776400,205.3000030517578
204.27999877929688,205.19000244140625,202.17999267578125,203.8699951171875,954500,203.8699951171875
203.88999938964844,205.77000427246094,202.91000366210938,204.9499969482422,723700,204.9499969482422
205.02000427246094,209.05999755859375,205.02000427246094,206.52000427246094,969000,206.52000427246094
203.0,203.99000549316406,200.64999389648438,201.5500030517578,900900,201.5500030517578
202.75999450683594,204.74000549316406,200.9199981689453,203.67999267578125,1019100,203.67999267578125
204.22999572753906,205.24000549316406,197.77999877929688,198.17999267578125,1245900,198.17999267578125
198.72999572753906,199.52999877929688,196.39999389648438,196.8000030517578,1159200,196.8000030517578
196.1999969482422,197.72999572753906,194.94000244140625,195.14999389648438,871900,195.14999389648438
196.36000061035156,196.36000061035156,192.00999450683594,192.16000366210938,1320600,192.16000366210938
191.75,192.55999755859375,189.52000427246094,190.52000427246094,1512000,190.52000427246094
190.72000122070312,194.52999877929688,189.44000244140625,194.3800048828125,1599600,194.3800048828125
196.19000244140625,196.77999877929688,193.22999572753906,194.11000061035156,1119500,194.11000061035156
193.33999633789062,195.86000061035156,192.75,193.17999267578125,1461700,193.17999267578125
198.97000122070312,205.75,198.97000122070312,201.99000549316406,3265700,201.99000549316406
201.2100067138672,205.36000061035156,198.11000061035156,202.4600067138672,1590100,202.4600067138672
201.22000122070312,210.8300018310547,199.10000610351562,208.89999389648438,1894100,208.89999389648438
208.99000549316406,218.86000061035156,208.5399932861328,215.5,2068000,215.5
214.66000366210938,217.72999572753906,213.5800018310547,214.82000732421875,1225600,214.82000732421875
215.55999755859375,218.66000366210938,214.6999969482422,216.1300048828125,916300,216.1300048828125
217.99000549316406,218.4600067138672,213.13999938964844,213.50999450683594,877700,213.50999450683594
215.3000030517578,217.8800048828125,213.11000061035156,217.50999450683594,1144100,217.50999450683594
219.22999572753906,222.39999389648438,218.2899932861328,221.4199981689453,1199700,221.4199981689453
221.52000427246094,221.97999572753906,216.0800018310547,218.9199981689453,1156400,218.9199981689453
218.0,221.52999877929688,217.0,219.72000122070312,758500,219.72000122070312
220.6699981689453,222.91000366210938,218.88999938964844,222.75,754500,222.75
222.75999450683594,223.9499969482422,220.00999450683594,221.5,655200,221.5
223.0,225.5800018310547,221.72000122070312,225.33999633789062,1274600,225.33999633789062
226.10000610351562,227.3000030517578,222.00999450683594,226.8800048828125,1126900,226.8800048828125
228.97999572753906,236.89999389648438,228.66000366210938,235.32000732421875,1792600,235.32000732421875
231.60000610351562,234.5800018310547,228.07000732421875,230.0399932861328,936600,230.0399932861328
229.4199981689453,230.8300018310547,226.42999267578125,230.57000732421875,985100,230.57000732421875
230.7100067138672,232.75,228.97000122070312,231.5800018310547,719100,231.5800018310547
229.2899932861328,231.9499969482422,224.82000732421875,227.69000244140625,761200,227.69000244140625
228.0,228.0,223.02000427246094,225.2100067138672,1225700,225.2100067138672
223.5800018310547,223.85000610351562,217.2100067138672,218.05999755859375,1068700,218.05999755859375
218.2100067138672,219.44000244140625,217.05999755859375,217.80999755859375,770900,217.80999755859375
216.0,218.9199981689453,215.1699981689453,218.72999572753906,633200,218.72999572753906
216.39999389648438,216.39999389648438,210.3300018310547,214.41000366210938,980400,214.41000366210938
214.6300048828125,220.2100067138672,212.89999389648438,220.07000732421875,939900,220.07000732421875
219.22999572753906,225.58999633789062,218.02999877929688,224.94000244140625,1872400,224.94000244140625
225.3000030517578,233.19000244140625,224.5800018310547,229.8000030517578,1220700,229.8000030517578
229.82000732421875,234.38999938964844,228.8300018310547,234.1300048828125,1016700,234.1300048828125
234.4499969482422,237.5399932861328,230.38999938964844,236.72000122070312,947800,236.72000122070312
235.10000610351562,236.7100067138672,230.00999450683594,231.99000549316406,887200,231.99000549316406
230.61000061035156,230.9600067138672,224.66000366210938,225.42999267578125,958600,225.42999267578125
224.52000427246094,229.0,224.25,225.97999572753906,919200,225.97999572753906
225.72999572753906,228.52999877929688,225.30999755859375,225.74000549316406,937300,225.74000549316406
227.6199951171875,232.33999633789062,226.52999877929688,230.6300048828125,1036700,230.6300048828125
227.72000122070312,234.38999938964844,227.05999755859375,233.83999633789062,994300,233.83999633789062
232.55999755859375,233.7100067138672,230.25999450683594,231.69000244140625,747900,231.69000244140625
230.8300018310547,230.8300018310547,225.6199951171875,226.4600067138672,993500,226.4600067138672
226.58999633789062,228.5,223.02000427246094,223.64999389648438,757000,223.64999389648438
220.94000244140625,226.3300018310547,220.3800048828125,225.5800018310547,676200,225.5800018310547
227.35000610351562,228.14999389648438,222.0500030517578,224.0,3013400,224.0
225.74000549316406,227.7899932861328,223.6300048828125,226.60000610351562,1000300,226.60000610351562
225.47999572753906,229.52999877929688,222.8300018310547,223.19000244140625,812600,223.19000244140625
221.7899932861328,225.11000061035156,220.02000427246094,224.4600067138672,861300,224.4600067138672
223.42999267578125,230.1199951171875,222.7899932861328,228.72000122070312,1005400,228.72000122070312
229.5,235.49000549316406,227.72999572753906,231.82000732421875,2242800,231.82000732421875
231.41000366210938,236.80999755859375,230.64999389648438,231.77000427246094,862700,231.77000427246094
231.7100067138672,233.1699981689453,225.10000610351562,228.82000732421875,860200,228.82000732421875
229.4499969482422,229.4499969482422,222.74000549316406,224.61000061035156,580700,224.61000061035156
225.02999877929688,226.4199981689453,223.0500030517578,225.64999389648438,458300,225.64999389648438
226.47000122070312,229.4199981689453,225.8000030517578,228.07000732421875,535600,228.07000732421875
227.7100067138672,229.3300018310547,225.58999633789062,229.05999755859375,518800,229.05999755859375
229.85000610351562,232.82000732421875,227.9199981689453,232.75,522600,232.75
234.5,237.97999572753906,232.47000122070312,236.8000030517578,667100,236.8000030517578
237.97999572753906,238.0,226.5,230.05999755859375,1473200,230.05999755859375
230.05999755859375,230.05999755859375,221.2100067138672,221.5800018310547,1381800,221.5800018310547
221.7899932861328,228.57000732421875,220.80999755859375,225.02000427246094,1006200,225.02000427246094
223.38999938964844,230.10000610351562,221.6699981689453,228.3300018310547,949500,228.3300018310547
226.0,231.27000427246094,223.3000030517578,225.25,856200,225.25
225.6699981689453,227.6300048828125,222.3800048828125,226.39999389648438,851800,226.39999389648438
227.72999572753906,228.47999572753906,223.6199951171875,226.6300048828125,692400,226.6300048828125
226.2899932861328,228.0500030517578,223.52999877929688,224.2899932861328,854800,224.2899932861328
224.10000610351562,228.07000732421875,223.11000061035156,226.02999877929688,908400,226.02999877929688
227.1999969482422,236.47999572753906,226.0399932861328,227.44000244140625,1139000,227.44000244140625
211.3800048828125,217.52999877929688,210.0,211.1699981689453,2255900,211.1699981689453
210.94000244140625,215.61000061035156,209.75,214.42999267578125,1538100,214.42999267578125
214.2899932861328,218.0,211.02000427246094,211.88999938964844,1286700,211.88999938964844
212.0,217.8300018310547,211.0,213.1999969482422,1831600,213.1999969482422
215.8000030517578,219.44000244140625,206.02000427246094,210.6999969482422,1892000,210.6999969482422
212.4499969482422,213.5,203.02000427246094,205.66000366210938,1768700,205.66000366210938
204.1199951171875,204.82000732421875,196.89999389648438,198.38999938964844,1394300,198.38999938964844
198.75999450683594,203.89999389648438,198.14999389648438,200.1300048828125,1262100,200.1300048828125
201.52000427246094,203.5,198.72999572753906,199.77999877929688,971300,199.77999877929688
199.8300018310547,204.13999938964844,199.5,204.07000732421875,1198500,204.07000732421875
203.1199951171875,204.36000061035156,199.86000061035156,202.0,586800,202.0
202.0,202.97999572753906,199.41000366210938,201.0399932861328,821100,201.0399932861328
201.10000610351562,204.97999572753906,201.10000610351562,204.0500030517578,838600,204.0500030517578
203.74000549316406,204.0500030517578,200.3699951171875,200.58999633789062,508800,200.58999633789062
202.82000732421875,203.5500030517578,200.52000427246094,201.6300048828125,690400,201.6300048828125
201.99000549316406,203.19000244140625,200.5500030517578,201.91000366210938,706000,201.91000366210938
202.47000122070312,206.2899932861328,202.47000122070312,206.05999755859375,793300,206.05999755859375
205.38999938964844,206.97999572753906,205.1999969482422,205.49000549316406,625900,205.49000549316406
206.25,207.58999633789062,204.67999267578125,206.17999267578125,601400,206.17999267578125
206.75999450683594,206.75999450683594,201.4199981689453,203.32000732421875,791500,203.32000732421875
204.5,205.5399932861328,202.1300048828125,205.0,1127300,205.0
206.22999572753906,206.22999572753906,204.08999633789062,204.86000061035156,478200,204.86000061035156
204.86000061035156,205.0,201.8800048828125,203.3000030517578,565400,203.3000030517578
203.75999450683594,204.72000122070312,202.92999267578125,204.1999969482422,637500,204.1999969482422
206.0,206.38999938964844,202.75999450683594,204.82000732421875,520200,204.82000732421875
205.82000732421875,205.8800048828125,202.85000610351562,204.75999450683594,879000,204.75999450683594
204.22000122070312,206.6999969482422,203.5,204.83999633789062,892100,204.83999633789062
205.72000122070312,206.5,203.52999877929688,204.9499969482422,785200,204.9499969482422
205.19000244140625,205.19000244140625,198.19000244140625,201.8000030517578,1127600,201.8000030517578
202.52999877929688,203.24000549316406,198.5500030517578,200.80999755859375,834800,200.80999755859375
200.44000244140625,201.05999755859375,198.11000061035156,199.27000427246094,883300,199.27000427246094
199.49000549316406,201.19000244140625,197.82000732421875,200.63999938964844,557400,200.63999938964844
198.9499969482422,199.27999877929688,196.02000427246094,199.08999633789062,795200,199.08999633789062
199.0500030517578,199.25999450683594,194.89999389648438,197.88999938964844,852100,197.88999938964844
197.66000366210938,197.6999969482422,192.25,195.6300048828125,1090800,195.6300048828125
197.25999450683594,199.74000549316406,194.75,199.5800018310547,1034500,199.5800018310547
199.8300018310547,202.7899932861328,197.08999633789062,198.2100067138672,923900,198.2100067138672
198.1300048828125,199.77999877929688,196.80999755859375,197.58999633789062,670700,197.58999633789062
200.57000732421875,204.17999267578125,200.11000061035156,201.44000244140625,1125400,201.44000244140625
200.00999450683594,200.3699951171875,196.97000122070312,199.36000061035156,3833500,199.36000061035156
199.1999969482422,199.1999969482422,195.6699981689453,195.80999755859375,1325400,195.80999755859375
199.99000549316406,199.99000549316406,193.5399932861328,194.1199951171875,1188000,194.1199951171875
193.83999633789062,194.55999755859375,188.77999877929688,189.07000732421875,1543800,189.07000732421875
191.1699981689453,193.72999572753906,190.5,193.60000610351562,818300,193.60000610351562
194.49000549316406,197.6999969482422,193.97999572753906,194.6699981689453,709800,194.6699981689453
193.36000061035156,194.47999572753906,192.27999877929688,193.83999633789062,989700,193.83999633789062
194.61000061035156,195.0,190.27000427246094,190.8000030517578,2236300,190.8000030517578
190.0800018310547,191.86000061035156,188.0500030517578,188.74000549316406,1472500,188.74000549316406
187.2100067138672,188.13999938964844,183.55999755859375,184.77999877929688,2037000,184.77999877929688
186.67999267578125,186.8000030517578,183.82000732421875,185.67999267578125,1137200,185.67999267578125
184.75999450683594,185.92999267578125,182.47999572753906,183.33999633789062,983400,183.33999633789062
182.72999572753906,183.5500030517578,181.30999755859375,182.3000030517578,1207700,182.3000030517578
182.4600067138672,185.8000030517578,181.30999755859375,185.75999450683594,1160900,185.75999450683594
184.55999755859375,188.8800048828125,184.3000030517578,188.58999633789062,1323400,188.58999633789062
189.0,189.42999267578125,186.91000366210938,188.3800048828125,1429500,188.3800048828125
188.58999633789062,191.9600067138672,186.61000061035156,191.55999755859375,1274000,191.55999755859375
191.8699951171875,194.1300048828125,190.6699981689453,191.5500030517578,1429200,191.5500030517578
191.67999267578125,192.16000366210938,188.89999389648438,189.0,985000,189.0
188.5500030517578,190.19000244140625,187.6999969482422,189.5500030517578,728900,189.5500030517578
188.22000122070312,191.19000244140625,187.94000244140625,190.16000366210938,928100,190.16000366210938
190.16000366210938,190.39999389648438,184.02000427246094,184.64999389648438,1252500,184.64999389648438
183.80999755859375,186.5399932861328,182.8000030517578,185.89999389648438,830800,185.89999389648438
184.8800048828125,185.82000732421875,182.11000061035156,182.97999572753906,977700,182.97999572753906
184.7899932861328,185.72000122070312,183.27999877929688,183.86000061035156,1057200,183.86000061035156
185.6999969482422,187.5800018310547,181.25,181.69000244140625,1720100,181.69000244140625
182.47999572753906,185.60000610351562,181.72999572753906,185.00999450683594,1893400,185.00999450683594
184.82000732421875,187.27999877929688,183.19000244140625,183.47000122070312,1342700,183.47000122070312
184.6300048828125,185.0,177.92999267578125,181.17999267578125,1632900,181.17999267578125
178.11000061035156,179.47999572753906,173.8800048828125,174.0,1755600,174.0
173.64999389648438,175.99000549316406,173.13999938964844,173.7899932861328,1456000,173.7899932861328
173.22000122070312,174.85000610351562,170.7100067138672,173.52000427246094,2494800,173.52000427246094
172.7100067138672,177.25,170.72000122070312,176.92999267578125,2472200,176.92999267578125
176.8699951171875,179.1999969482422,173.66000366210938,174.39999389648438,1827700,174.39999389648438
175.69000244140625,176.9499969482422,172.8000030517578,173.9199981689453,1438300,173.9199981689453
173.5800018310547,175.1999969482422,171.57000732421875,173.0399932861328,1581700,173.0399932861328
173.9199981689453,173.9199981689453,171.11000061035156,172.02999877929688,1458100,172.02999877929688
171.36000061035156,171.61000061035156,167.7100067138672,168.27999877929688,1406300,168.27999877929688
167.74000549316406,168.97999572753906,165.52999877929688,165.7899932861328,1394700,165.7899932861328
165.0,175.86000061035156,163.35000610351562,164.88999938964844,3210600,164.88999938964844
165.4600067138672,166.33999633789062,159.60000610351562,159.99000549316406,1916700,159.99000549316406
158.19000244140625,160.11000061035156,157.39999389648438,157.94000244140625,1633000,157.94000244140625
157.02000427246094,157.89999389648438,155.27999877929688,155.42999267578125,1296700,155.42999267578125
155.02999877929688,156.17999267578125,153.6199951171875,156.0,1630700,156.0
157.1699981689453,159.10000610351562,154.74000549316406,158.00999450683594,1885800,158.00999450683594
158.10000610351562,159.72000122070312,157.27999877929688,157.89999389648438,1703700,157.89999389648438
159.99000549316406,160.6300048828125,158.35000610351562,158.7100067138672,2091400,158.7100067138672
159.1999969482422,160.0,156.08999633789062,157.69000244140625,1418000,157.69000244140625
158.64999389648438,160.72999572753906,158.4499969482422,159.8300018310547,1325100,159.8300018310547
160.72000122070312,161.6699981689453,158.44000244140625,160.6300048828125,1109600,160.6300048828125
160.16000366210938,165.2899932861328,160.16000366210938,164.22999572753906,1663600,164.22999572753906
162.6199951171875,163.77000427246094,160.72000122070312,160.85000610351562,1210800,160.85000610351562
160.85000610351562,161.36000061035156,159.1199951171875,160.9199981689453,1157300,160.9199981689453
161.10000610351562,162.6199951171875,158.30999755859375,159.25999450683594,1037300,159.25999450683594
159.05999755859375,160.8300018310547,157.35000610351562,157.77999877929688,947400,157.77999877929688
157.2100067138672,160.74000549316406,155.75,156.4600067138672,1483400,156.4600067138672
157.33999633789062,158.10000610351562,154.99000549316406,156.32000732421875,1863000,156.32000732421875
156.3699951171875,158.14999389648438,153.69000244140625,157.4600067138672,1395300,157.4600067138672
156.6999969482422,158.1999969482422,155.2100067138672,155.3300018310547,1050600,155.3300018310547
154.57000732421875,154.57000732421875,149.94000244140625,150.02999877929688,1608400,150.02999877929688
149.0,152.25,148.60000610351562,150.49000549316406,1897100,150.49000549316406
150.16000366210938,154.24000549316406,149.92999267578125,150.63999938964844,1377800,150.63999938964844
150.00999450683594,151.49000549316406,146.57000732421875,146.7899932861328,1495700,146.7899932861328
146.60000610351562,148.25,145.24000549316406,147.38999938964844,1650000,147.38999938964844
145.63999938964844,147.85000610351562,145.07000732421875,146.47000122070312,5776200,146.47000122070312
146.0,149.9199981689453,145.52000427246094,149.3800048828125,1534900,149.3800048828125
148.6699981689453,149.41000366210938,147.07000732421875,149.02000427246094,524900,149.02000427246094
148.0,150.67999267578125,147.8300018310547,149.89999389648438,846000,149.89999389648438
148.74000549316406,151.8800048828125,148.22999572753906,151.30999755859375,1128500,151.30999755859375
150.9199981689453,151.17999267578125,148.19000244140625,150.19000244140625,1163700,150.19000244140625
150.8000030517578,153.0399932861328,150.19000244140625,152.9199981689453,1148400,152.9199981689453
153.83999633789062,154.1199951171875,149.83999633789062,150.0,1097100,150.0
149.72999572753906,152.97000122070312,149.72999572753906,152.2100067138672,1188700,152.2100067138672
